statement,sentiment,language,rating,source
dot product of complex vectors with openMP,0,Reduce,18,stackexchange
how to sum values of a view in a date range using couchdb,0,Reduce,18,stackexchange
Library to create reduction coderef using defined rules,0,Reduce,18,stackexchange
What are the advantages of Javascript39s reduce function and map,0.2,Reduce,18,stackexchange
Getting frequency of nested elements with relationship retained,-0.125,Reduce,18,stackexchange
What happen39s to content inside in rows on columns defined as varchar when illegally reduced length,0,Reduce,18,stackexchange
Is it valid to reduce on an empty set of sets,-0.09090909090909091,Reduce,18,stackexchange
I want to call a reduce with a list that contains longs an ints in python,0.0625,Reduce,18,stackexchange
How can i reduce the file size of the ViewPort3D xaml,0,Reduce,18,stackexchange
How to prune subtree in python,0,Reduce,18,stackexchange
How to propagate tree nodes in Python,0,Reduce,18,stackexchange
Can I condense these queries into less,0,Reduce,18,stackexchange
Reduce the number of variables used in my ifelse statements,0,Reduce,18,stackexchange
Implement fibonacci in Clojure using mapreduce,0,Reduce,18,stackexchange
MySQL performance and optimization with multiple queries on a profile page can they be reduced,0,Reduce,18,stackexchange
MongoDB C map an Item,0,Reduce,18,stackexchange
quotreducequot function in python not work on quotnamedtuplequot,0,Reduce,18,stackexchange
php  are these functions good to reduce server load,0.3,Reduce,18,stackexchange
reduce work in mysql by creating a static page,0,Reduce,18,stackexchange
Ruby MapReduce Function Necessarily Efficient,0,Reduce,18,stackexchange
Scala  reducefoldLeft,0,Reduce,18,stackexchange
How to keep the audio size reduced while recording in android,0,Reduce,18,stackexchange
JavaScript reduce can39t handle Math functions,0,Reduce,18,stackexchange
Clojure summing values in a collection of maps,0,Reduce,18,stackexchange
hadoopstreaming  reduce task in pending state says quotNo room for reduce taskquot,0,Reduce,18,stackexchange
Strange result using Arrayreduce,-0.25,Reduce,18,stackexchange
Python to c reduce function understanding,0,Reduce,18,stackexchange
Reduce results in an error for a polynomial with real noninteger coefficients,-0.16666666666666666,Reduce,18,stackexchange
Matrix to CSV in Scala,0,Reduce,18,stackexchange
Python reduce on tuple of tuples,0,Reduce,18,stackexchange
Is it bad practice to use the same eventlistener callback for multiple Event types,-0.21428571428571427,Reduce,18,stackexchange
Can a regular expression be tested to see if it reduces to ,0,Reduce,18,stackexchange
Reducing a huge code on many activityes,0.14285714285714285,Reduce,18,stackexchange
Why does the type parameter of reduceLeft contain a lower bound,0,Reduce,18,stackexchange
Is there any wellknown NPcomplete problem that I can reduce a 39node placement39 problem to,-0.26666666666666666,Reduce,18,stackexchange
Is it not possible to use the quotusequot keyword in PHP with an anonymous function in a closure context,0,Reduce,18,stackexchange
Using mathfactorial in a lambda function with reduce,0,Reduce,18,stackexchange
There39s something wrong with mapreduce in mongo is that a bug,-0.18181818181818182,Reduce,18,stackexchange
Is Open MPI39s reduce syncrhonized,0,Reduce,18,stackexchange
couchdb viewreduce sometimes you can return values sometimes you cant,0,Reduce,18,stackexchange
Mathematica finding the conditions for the real part of a complex number to be positive unexpectedredundant output of Reduce,0.10526315789473684,Reduce,18,stackexchange
rewrite rules that converts tokens to integer parameters,0,Reduce,18,stackexchange
How to join links in Python to get a cycle,0.1,Reduce,18,stackexchange
Android Reduce or Change Resolution of an Image Selected from Gallery in Android Phone,0,Reduce,18,stackexchange
SQL Compact database size reducing,0,Reduce,18,stackexchange
How can I make these javascript functions universally applicable to any desired element,0.15384615384615385,Reduce,18,stackexchange
Why does Clojure39s apply treat vectors differently from lists,0,Reduce,18,stackexchange
What are the relative merits of REXX and CLISTs under zOS,0,Rexx,18,stackexchange
How can I parse REXX code in Java,0,Rexx,18,stackexchange
What is the processing overhead of length in REXX,0,Rexx,18,stackexchange
Is REXX available in NET,0,Rexx,18,stackexchange
How to write a HEX string into a file as HEX using REXX,0,Rexx,18,stackexchange
Problems using REXX to access both Teradata output and DB2 output,-0.18181818181818182,Rexx,18,stackexchange
Is there a TSO command written in REXX or CLIST that can determine WHO has enqueued a dataset,0,Rexx,18,stackexchange
Resources To Learn REXX,0,Rexx,18,stackexchange
REXX  zOS question,0,Rexx,18,stackexchange
How to list out a GDG base properties through REXX,0,Rexx,18,stackexchange
Is there a way to do associative arrays in REXX,0,Rexx,18,stackexchange
Calling particular functions in an external Rexx script,0,Rexx,18,stackexchange
File tailoring without ISPF,0,Rexx,18,stackexchange
How to debug Rexx code,0,Rexx,18,stackexchange
Get other than error level from exe,-0.2857142857142857,Rexx,18,stackexchange
How to setup an account in IBM mainframes programatically,0,Rexx,18,stackexchange
How do I copy a member with a REXXCLIST batch program no ISPF,-0.07692307692307693,Rexx,18,stackexchange
Load File to csv file from desktop to Mainframe flat file,0,Rexx,18,stackexchange
REXX Choose random say command,0,Rexx,18,stackexchange
RC special variable in REXX,0,Rexx,18,stackexchange
REXX  Parse from CSV File,0,Rexx,18,stackexchange
Is there a more modern regexp handler for Open Object Rexx,0,Rexx,18,stackexchange
How to test if an element is in a list,0,Rexx,18,stackexchange
Abend Causing Line,0,Rexx,18,stackexchange
What are the REXX commands to open close read and write files to a TAPE drive,0,Rexx,18,stackexchange
How do you invoke dialog panel command in zOS,0,Rexx,18,stackexchange
Is it possible to hide user typed input in REXX program,-0.09090909090909091,Rexx,18,stackexchange
Are there any implementation of REXX PARSE written for NET,0,Rexx,18,stackexchange
XML handling in REXX or JCL,0,Rexx,18,stackexchange
Executing mainframe REXXes in RDz 801 under Windows XP,0,Rexx,18,stackexchange
MVS OS390  How do I Capture Job Information from CAJOBTRAC programmatically,0,Rexx,18,stackexchange
XML handling in REXX AND JCL,0,Rexx,18,stackexchange
How do I display a table to an ISPF panel with Rexx then retrieve back updated user input,0,Rexx,18,stackexchange
Read Only DB2 use members from the PDSDataset in REXX and stored in Stem variable for processs the each other,0,Rexx,18,stackexchange
How to parse variable in REXXRegina,0,Rexx,18,stackexchange
REXX code used in SORT parm of JCL,0,Rexx,18,stackexchange
Find JOBID with REXX on zos,0,Rexx,18,stackexchange
Anyone know of Milsted rexx for windows Openrexx,0,Rexx,18,stackexchange
How to save job logs into datasets using REXX,0.2222222222222222,Rexx,18,stackexchange
Rexx error  ISPT024 Error on inputoutput,-0.5714285714285714,Rexx,18,stackexchange
How do I create a 3270 screen with my own menuoptions,0,Rexx,18,stackexchange
rexx reading file data onto panel,0,Rexx,18,stackexchange
Can I read the allocation parameters of a dataset in zos using Rexx,0,Rexx,18,stackexchange
Rexx  Square brackets usage,0,Rexx,18,stackexchange
Can we pull REXX SQL output values into ISPF panel,0,Rexx,18,stackexchange
REXX tool to find table used by cobol code,0,Rexx,18,stackexchange
Dealing with PULL in REXX,0,Rexx,18,stackexchange
REXX CLIST PANEL finding code location,0,Rexx,18,stackexchange
line_before does not work in blank PS file,0,Rexx,18,stackexchange
How do I include a JCL PDS Library in a REXX Program,0,Rexx,18,stackexchange
REXX math library for 64bit Regina,0,Rexx,18,stackexchange
REXXSORT split sequential file,0,Rexx,18,stackexchange
Referring to Dataset Allocated in REXX,0,Rexx,18,stackexchange
Rexx Parse a file for a single line,0,Rexx,18,stackexchange
Access a VSAM File from Rexx,0,Rexx,18,stackexchange
How to transfer a cobol file with cbl filetype from a desktop to the mainframe using REXX,0,Rexx,18,stackexchange
Dataset Sysout read error after COBOL program execution,-0.25,Rexx,18,stackexchange
Looking for 39HOLD39 CLISTREXX logic that can be executed from a TSO mainframe command line,0,Rexx,18,stackexchange
How to run a rexx using windows batch script bat file ,0,Rexx,18,stackexchange
Multiple socket connections in REXX,0,Rexx,18,stackexchange
Comparing two programs versions to base,0,Rexx,18,stackexchange
What is  and  used for in REXX,0,Rexx,18,stackexchange
How to pass arguments to REXX program through JCL,0,Rexx,18,stackexchange
How do I implement multiple conditions in REXX,0,Rexx,18,stackexchange
Can39t figure out data type of character in REXX,0,Rexx,18,stackexchange
Rexx  Parse a CSV line 3939 separator,0,Rexx,18,stackexchange
How to issue RACF Commands from REXX on zOS,0,Rexx,18,stackexchange
What is the best tool for Version Control in OS 400 Environment for RPG and COBOL,0.1875,RPG,18,stackexchange
How can I get the EBCDIC value of a character in RPGLE,0,RPG,18,stackexchange
Conditional Compilation in RPGLE,0,RPG,18,stackexchange
How long can memory leaks persist in RPGLE programs,0,RPG,18,stackexchange
Calling a remote Java program on iSeries from RPG,0,RPG,18,stackexchange
Web development on iSeries with ABL39s Strategi,0,RPG,18,stackexchange
Very strange iSeries Provider behavior,-0.2,RPG,18,stackexchange
Simulate local file specifications in RPGLE subprocedure,0,RPG,18,stackexchange
How to use   Curly braces in javascript function to be generated by RPGCGI pgm,0,RPG,18,stackexchange
How to use RPG program to access DB2 db on IBM system i,0,RPG,18,stackexchange
How to set a timeout in connectsend   as400 iseries v5r4 rpg ,0,RPG,18,stackexchange
How to create an alarm and signal handler in RPG   AS400 iSeries v5r4 ,-0.125,RPG,18,stackexchange
Good resources for secure coding in RPG and CL iSeries development,0.45454545454545453,RPG,18,stackexchange
RPG III  how to redefine an array as seperate fields as you can in COBOL,0,RPG,18,stackexchange
iSeries JAVA program with RPGLE Interface crashes when processing images,0,RPG,18,stackexchange
Executing an SQL statement using an RPG variable as the cursor name,0,RPG,18,stackexchange
Is it possible to read content of an IceBreak 39marker39 in the program code,0,RPG,18,stackexchange
Can an RPG program call something external ie a webservice,0,RPG,18,stackexchange
Error while Invoking AS400 RPG From Java,-0.2857142857142857,RPG,18,stackexchange
Books on RPG IV for a Ruby programmer,0,RPG,18,stackexchange
RPG iSeries Modernization using JTOpen  What is possible,0,RPG,18,stackexchange
rpg as400 headings print 2x,0,RPG,18,stackexchange
Using Stringformat with RPGLE,0,RPG,18,stackexchange
Is there an numeric type in ILE RPG which will overflow without crashing my program,0,RPG,18,stackexchange
Does a PHP SOAP web service consumsed by RPG need a WSDL,0,RPG,18,stackexchange
Tabsequence un a DSPF subfile vertically with multicolumn subfile,0,RPG,18,stackexchange
DSPATRPR in RPG program to protect the field,0.125,RPG,18,stackexchange
how to learn RPG400,0,RPG,18,stackexchange
AS400 How to know which program create a file,0,RPG,18,stackexchange
Commitment control error on iSeries procedure call,0,RPG,18,stackexchange
Can I use free without an endfree in rpgleref source,0.1,RPG,18,stackexchange
Show CS Column Separator in a RED inputcapable field using DSPATRampATTR,0,RPG,18,stackexchange
how to select highest value for a field with condition given,0,RPG,18,stackexchange
How to define colors to be used in RPG for subfile display,0,RPG,18,stackexchange
RPG4  SUBFILE  SCREEN error occur when to go back to subfile,-0.15384615384615385,RPG,18,stackexchange
Having different record formats vs Having separate display files,0,RPG,18,stackexchange
can only read one value,0,RPG,18,stackexchange
Saving a date field value into physical file,0,RPG,18,stackexchange
Verify userpassword and open menu of rpgs,0,RPG,18,stackexchange
Displaying subfiles loaded with sorted database records,0,RPG,18,stackexchange
How to set compiler options for activation groups in RPG or CL programs,0,RPG,18,stackexchange
Autogenerate numbers AS400,0,RPG,18,stackexchange
Logical file not working for SUBFILESETLL,0,RPG,18,stackexchange
Profiling SQL statements in an RPG ILE CGI web program,0,RPG,18,stackexchange
Is it possible capture the error message thrown for a program call in a RPG program,-0.125,RPG,18,stackexchange
INLR and whiletrue in RPG,0,RPG,18,stackexchange
SQLRPGLE source size limit,0,RPG,18,stackexchange
Versatile string manipulation procedure in RPG,-0.16666666666666666,RPG,18,stackexchange
How to send double byte char to DB2 from net provider,0,RPG,18,stackexchange
Getting a conversion error when calling a Db2 stored procedure in as400 rgp,-0.15384615384615385,RPG,18,stackexchange
RPGDB2 Cursor as a resultset being cleared,0.14285714285714285,RPG,18,stackexchange
Call RPG function from Java,0,RPG,18,stackexchange
Calling a RPGIV function from SQL stored proc on DB2,0,RPG,18,stackexchange
Java ProgramCallrun hangs,0,RPG,18,stackexchange
Setting nullind rpg using one line,0,RPG,18,stackexchange
Hebrew data from RPG program to Java program incorrectly ordered,0,RPG,18,stackexchange
have to delete records from production master tables,0,RPG,18,stackexchange
Debugging DB2 Session,0,RPG,18,stackexchange
Is there any rpg language plugin for Sublime Text 2,0,RPG,18,stackexchange
How to prevent user from entering special characters like symbols not visible in keyboard in a text field Character type,0.05,RPG,18,stackexchange
RPG to Java migration on an IBM iSeries,0,RPG,18,stackexchange
Calling Java from RPG ClassNotFoundError for all user except me,0,RPG,18,stackexchange
Are nulls not permitted in RPG programming,0,RPG,18,stackexchange
RPG calling Java javalangNoClassDefFoundError,0,RPG,18,stackexchange
Drop down menu in display file for AS400,-0.125,RPG,18,stackexchange
Program in CL IBM i series that retires library objects,0,RPG,18,stackexchange
How to declare and call a java method which takes two dimensional bye array parameter from RPG,0,RPG,18,stackexchange
IBM AS400 based rpgiseries,0,RPG,18,stackexchange
Extend Templated Data Structure Inheritance,0.2,RPG,18,stackexchange
AS400 RPG Simulator,0,RPG,18,stackexchange
Calling RPG Programs with Local Data Area from C,0,RPG,18,stackexchange
How to define the calling program when using Iseries ODBC,0,RPG,18,stackexchange
Accept Array of Unknown Size in RPG Procedure,0.125,RPG,18,stackexchange
DB2 AS400 amp RPG please explain relationship,0.14285714285714285,RPG,18,stackexchange
Call RPG program from PHP,0,RPG,18,stackexchange
RPG PHP Toolkit for XMLService Indicator  Boolean Parameter Type,0,RPG,18,stackexchange
Not locating a field for compile of RPG program,0,RPG,18,stackexchange
IN OUT or INOUT not valid for parameter in procedure,0,RPG,18,stackexchange
Need to round dollar value up to next nickel,0,RPG,18,stackexchange
Calling Java from RPG can not find my Java Class,0,RPG,18,stackexchange
Genexus Ev2 Stored procedure,0,RPG,18,stackexchange
Having trouble understanding data notations zero suppression fixed signs,-0.2222222222222222,RPG,18,stackexchange
SaveObject Job Fails on RPG Program Call From Java,-0.2222222222222222,RPG,18,stackexchange
Why does unused file fields are having blank value,0,RPG,18,stackexchange
How to clear the screen on an AS400,0.125,RPG,18,stackexchange
Syntax higlighters for RPG And CLP that generate HTML andor RTF,0,RPG,18,stackexchange
View value of variables in some kind of output in IBM RPG,0.16666666666666666,RPG,18,stackexchange
RPG Restrict user entry of the special character 3939 in any Name fields or any data entry fields,-0.1111111111111111,RPG,18,stackexchange
What39s the difference between EVAL and MOVE in RPGLE,0,RPG,18,stackexchange
iSeries  Record lock by same jobsession,0,RPG,18,stackexchange
The XML parser detected error code 302,-0.2857142857142857,RPG,18,stackexchange
phpcli on IBMi errornotice reporting,0,RPG,18,stackexchange
Call procedure long name into variable not free,0.125,RPG,18,stackexchange
Encode characters into character entities for XML,0,RPG,18,stackexchange
How to call IBM External Stored Procedure from PHP,0,RPG,18,stackexchange
quotHello worldquot with ASNA Visual RPG,0,RPG,18,stackexchange
AS3 Flash CC Character moves through background does not walk to edge of stage,0,RPG,18,stackexchange
Where can I go to learn RPG IV,0,RPG,18,stackexchange
IBM i AS400 JVM  Is it possible to define where the JVM looks for jar files,0,RPG,18,stackexchange
How to know a program was compiled with ALWNULLUSRCTL,0,RPG,18,stackexchange
Calling R from SPlus,0,S,18,stackexchange
Differences between R and S,0,S,18,stackexchange
Nonlinear regression in R  S,0,S,18,stackexchange
Passing an array from php via command line to R,0,S,18,stackexchange
How to count and test for the sum and repeat the action,0,S,18,stackexchange
how to get the value of list in R and S functions,0,S,18,stackexchange
How to lag dateindex in a timeseries in R,-0.1111111111111111,S,18,stackexchange
Calculate many AUCs in R,0,S,18,stackexchange
CakeDC Search plugin Search between dates,0,S,18,stackexchange
How i can call a macro used in a different worksheet from another worksheet in the same workbook,0,S,18,stackexchange
sfunction continous state space,0,S,18,stackexchange
How to get return value from a daemonized child process,0,S,18,stackexchange
Extrapolate running total from LAST value of a BY GROUP,0,S,18,stackexchange
glm model dataset summarisation,0,S,18,stackexchange
Obtaining the Standard Error of Weighted Data in SPSS,-0.2222222222222222,S,18,stackexchange
How to sort a matrix in R rowwise,0,S,18,stackexchange
Design matrix for MLM from librarylme4 with fixed and random effects,0,S,18,stackexchange
How to get Summary statistics by group,0,S,18,stackexchange
Emacs ESS and Splus  S  81 compatability,0,S,18,stackexchange
Create a matrix with gradually changing values without a for loop,0,S,18,stackexchange
How to avoid multiple loops with multiple variables in R,-0.1,S,18,stackexchange
how to generate elements not included in my sample,0,S,18,stackexchange
Symfony2  Highcharts rendering a blank div,0,S,18,stackexchange
Is it possible to get the browser path on my computer using PHP,0,S,18,stackexchange
What is the first function that gets loaded from a controller in Yii 1,0,S,18,stackexchange
Actsasreadable Rails plugin Issue,0,Ruby,18,stackexchange
Ruby  Rails preepoch dates on windows,0,Ruby,18,stackexchange
XML gt HTML with Hpricot and Rails,0,Ruby,18,stackexchange
Why does sqlite3ruby122 not work on OS X,0,Ruby,18,stackexchange
TrackbackPingback libraries for PythonRuby,0,Ruby,18,stackexchange
Integrating InstantRails with Aptana or any other IDE,0,Ruby,18,stackexchange
Is there a difference between  and  when calling class methods in Ruby,0,Ruby,18,stackexchange
How to get the base 10 logarithm of a Fixnum in Ruby,0,Ruby,18,stackexchange
How do you change the displayed order of ActiveScaffold quotactionsquot,0,Ruby,18,stackexchange
What39s the best way to hash a url in ruby,0.3,Ruby,18,stackexchange
How to determine the value of a controller variable during execution in Ruby on Rails,0,Ruby,18,stackexchange
How should Rails models containing database and nondatabase datasources be broken up,-0.08333333333333333,Ruby,18,stackexchange
XSLT processing infrom ruby,0,Ruby,18,stackexchange
Mongrel hangs with 100 CPU  EBADF Bad file descriptor,-0.3,Ruby,18,stackexchange
Project in Ruby,0,Ruby,18,stackexchange
How do I convert a Ruby string with brackets to an array,0,Ruby,18,stackexchange
if you reimplemented twitter what would you do differently,0,Ruby,18,stackexchange
How to Implement a Redirect on All Requests on certain conditions,0.09090909090909091,Ruby,18,stackexchange
What does BlazeDS Livecycle Data Services do that something like PyAMF or RubyAMF not do,0.13333333333333333,Ruby,18,stackexchange
Understanding the behaviour of inject used with a lambda in Ruby,0,Ruby,18,stackexchange
How can I turn a single object into something that is Enumerable in ruby,0,Ruby,18,stackexchange
Why don39t modules always honor 39require39 in ruby,0.25,Ruby,18,stackexchange
Should rails models be concerned with other models for the sake of skinny controllers,0,Ruby,18,stackexchange
ruby method names,0,Ruby,18,stackexchange
Automate a Ruby Gem install that has input,0,Ruby,18,stackexchange
Why isn39t there a viable mod_ruby for Apache yet,0,Ruby,18,stackexchange
How do I test that a Rails Helper defines a method,0,Ruby,18,stackexchange
Ruby  Ensure Syslog Gets Closed,0.16666666666666666,Ruby,18,stackexchange
What is the best way to return multiple tags from a Rails Helper,0.23076923076923078,Ruby,18,stackexchange
How do I clear the cache of Ruby Phusion Passenger in Ubuntu,0.08333333333333333,Ruby,18,stackexchange
What39s the best way to implement ACLs to a Rails application,0.2727272727272727,Ruby,18,stackexchange
How does theming for ziya charts work,0,Ruby,18,stackexchange
Do callbacks stop operations in rails,-0.16666666666666666,Ruby,18,stackexchange
What39s the best way to pass data into a Flex chart from a Ruby on Rails application,0.17647058823529413,Ruby,18,stackexchange
Need advice Structure of Rails views for submenus,0,Ruby,18,stackexchange
How to change quot3 errors prohibited this foobar from being savedquot validation message in Rails,-0.13333333333333333,Ruby,18,stackexchange
What is the best practice for an environment based configuration file in Ruby on Rails,0.2,Ruby,18,stackexchange
Best way to store constants referenced in the DB,0.3333333333333333,Ruby,18,stackexchange
no respond_to block in edit action generated with scaffold,-0.2222222222222222,Ruby,18,stackexchange
How do I handle data which must be persisted in a database but isn39t a proper model in Ruby on Rails,0,Ruby,18,stackexchange
Mod_rails and mongrel running on the same server,0,Ruby,18,stackexchange
Not getting emails from ExceptionNotifier,0,Ruby,18,stackexchange
Polymorphic Models in Ruby on Rails,0,Ruby,18,stackexchange
When is it appropriate to use Timeutc in Rails 21,0,Ruby,18,stackexchange
Overriding a MIME type in Rails,0,Ruby,18,stackexchange
Specifying model in controller,0,Ruby,18,stackexchange
How does has_one through work,0,Ruby,18,stackexchange
Renaming controllers in Rails and cleaning out generated content,0,Ruby,18,stackexchange
How to write a Rails mixin that spans across model controller and view,0,Ruby,18,stackexchange
Best Practice for Model Design in Ruby on Rails,0.3333333333333333,Ruby,18,stackexchange
Widget Data Across Multiple Controllers,0,Ruby,18,stackexchange
How do I generate an array of pairwise distances in Ruby,0,Ruby,18,stackexchange
Best way to add tests to an existing Rails project,0.3,Ruby,18,stackexchange
interval rails caching,0,Ruby,18,stackexchange
RubyRails Collection to Collection,0,Ruby,18,stackexchange
List all types declared by module in Ruby,0,Ruby,18,stackexchange
Running Apache without explicitly declaring listening on ports such as 3000 or 6600,0,Ruby,18,stackexchange
Rails Tests Fail With Sqlite3,-0.4,Ruby,18,stackexchange
Is there a way to have class variables with settergetter like virtual variables,0.15384615384615385,Ruby,18,stackexchange
Adding a flash after authentication with merbauth,0,Ruby,18,stackexchange
SQL Server Adapter for Rails,0,Ruby,18,stackexchange
firefox not opening  cron ruby firewatir,0,Ruby,18,stackexchange
Has anyone used Raven,0,Ruby,18,stackexchange
What are the current state of affairs on threading concurrency and forked processes in Ruby on Rails,0,Ruby,18,stackexchange
Using respond_to for graceful degradation with ajax in RoR 2x,0,Ruby,18,stackexchange
From objects to tables using activerecord,0,Ruby,18,stackexchange
Implementing a replacement for Ruby39s IOpopen and system,0,Ruby,18,stackexchange
Notification of object destruction in Ruby,-0.5,Ruby,18,stackexchange
How Do I Authenticate to ActiveResource to Avoid the InvalidAuthenticityToken Response,-0.09090909090909091,Ruby,18,stackexchange
User Monitoring in Rails,0,Ruby,18,stackexchange
What39s the purpose of instance methods in Modules without classes,0,Ruby,18,stackexchange
Custom method in model to return an object,0,Ruby,18,stackexchange
Rails named_scopes with joins,0,Ruby,18,stackexchange
With Rails where should I put html snippets I don39t want partials but I want them reloaded during development,0.10526315789473684,Ruby,18,stackexchange
How to get 39Next Page39 link with Scrubyt,0,Ruby,18,stackexchange
Any scrubyt command that clicks a link returns a 403 Forbidden Error,-0.16666666666666666,Ruby,18,stackexchange
Inject data members to an object,0,Ruby,18,stackexchange
How do I convert a character code back to a character,0,Ruby,18,stackexchange
What is the best way to validate a terminal command has run successfully in Rails,0.26666666666666666,Ruby,18,stackexchange
merb_auth_password_slice does not maintain the session,0,Ruby,18,stackexchange
acts_as_tree does not destroy the model39s children,-0.42857142857142855,Ruby,18,stackexchange
Recursive Rails Nested Resources,0,Ruby,18,stackexchange
OO Design Multiple persistance design for a ruby class,0,Ruby,18,stackexchange
How do I restore a windows size and position in a wxRuby app,0.07692307692307693,Ruby,18,stackexchange
How do I fix 39Unprocessed view path found39 error with ExceptionNotifier plugin in rails 21,-0.13333333333333333,Ruby,18,stackexchange
Current Cursor Position when Using the Prawn Ruby Library,0,Ruby,18,stackexchange
Ruby on Rails  Can I modify the value of an attribute before it is called,0,Ruby,18,stackexchange
Monitoring Windows directory size,0,Ruby,18,stackexchange
Ruby rufus scheduler gem,0,Ruby,18,stackexchange
Alter path_prefix dynamically when calling has_attachment via Attachment Fu plugin,0,Ruby,18,stackexchange
Has and belongs to many relationship with multiple databases,0,Ruby,18,stackexchange
How to query a model based off the controller name,0,Ruby,18,stackexchange
How to make Ruby or Python web sites to use multiple cores,0,Ruby,18,stackexchange
Ruby Meta Programming Question,0,Ruby,18,stackexchange
How to program user preferences,0,Ruby,18,stackexchange
Problem installing RubyGems on Vista,-0.4,Ruby,18,stackexchange
is_a and dRuby objects,0,Ruby,18,stackexchange
RoR What steps are you going through in the preparation phase of application development,0,Ruby,18,stackexchange
Downloading the body of sites using user input,0,Ruby,18,stackexchange
Deploying binary gems to a different platform,0,Ruby,18,stackexchange
TrackbackPingback libraries for PythonRuby,0,Python,18,stackexchange
Why is the subprocessPopen class not named Subprocess,0,Python,18,stackexchange
javascript locals,0,Python,18,stackexchange
cx_Oracle how do I get the ORAxxxxx error number,-0.2222222222222222,Python,18,stackexchange
How can I simply inherit methods from an existing instance,0,Python,18,stackexchange
How can I get a commit message from a bzr postcommit hook,0.08333333333333333,Python,18,stackexchange
Why does Python39s iter on a mapping return iterkeys instead of iteritems,0,Python,18,stackexchange
How do I turn a python program into an egg file,0,Python,18,stackexchange
What language should i learn as a bridge to C and derivatives,0,Python,18,stackexchange
What is a tuple useful for,0.3333333333333333,Python,18,stackexchange
Does recompile or any given Python library call throw an exception,0,Python,18,stackexchange
How do you create a weak reference to an object in Python,-0.16666666666666666,Python,18,stackexchange
updating an auto_now DateTimeField in a parent model w Django,0,Python,18,stackexchange
How create threads under Python for Delphi,0,Python,18,stackexchange
Is there a common way to check in Python if an object is any function type,0,Python,18,stackexchange
How to check for memory leaks in Guile extension modules,0,Python,18,stackexchange
How do I get started processing email related to website activity,0,Python,18,stackexchange
How to skip sysexitfunc when unhandled exceptions occur,0,Python,18,stackexchange
How to use form values from an unbound form,0,Python,18,stackexchange
Asychronous Programming in Python Twisted,0,Python,18,stackexchange
Testing GUI code should I use a mocking library,-0.2222222222222222,Python,18,stackexchange
PythonWin39s python interactive shell calling constructors twice,0,Python,18,stackexchange
How can I get Emacs39 key bindings in Python39s IDLE,0,Python,18,stackexchange
Will everything in the standard library treat strings as unicode in Python 30,0,Python,18,stackexchange
Is there a pretty printer for python data,0.125,Python,18,stackexchange
Python sockets suddenly timing out,0,Python,18,stackexchange
How to associated the cn in an ssl cert of pyOpenSSL verify_cb to a generated socket,0,Python,18,stackexchange
What39s the easiest nonmemory intensive way to output XML from Python,0,Python,18,stackexchange
Running multiple sites from a single Python web framework,0,Python,18,stackexchange
What does BlazeDS Livecycle Data Services do that something like PyAMF or RubyAMF not do,0.13333333333333333,Python,18,stackexchange
What39s a good way to find relative paths in Google App Engine,0.25,Python,18,stackexchange
Sorting a dict on __iter__,0,Python,18,stackexchange
Django  FCGID on Fedora Core 9  what am I missing,-0.16666666666666666,Python,18,stackexchange
Anyone used Dabo for a mediumbig project,0,Python,18,stackexchange
Why unicode uses str on my object only with no encoding given,-0.08333333333333333,Python,18,stackexchange
Are there any quotnice to programquot GUI toolkits for Python,0,Python,18,stackexchange
How do you load an embedded icon from an exe file with PyWin32,0,Python,18,stackexchange
How do I find out the size of a canvas item in PythonTkinter,0,Python,18,stackexchange
How do I use genshibuilder to programmatically build an HTML document,0,Python,18,stackexchange
How would one log into a phpBB3 forum through a Python script using urllib urllib2 and ClientCookie,0,Python,18,stackexchange
Writing to the windows logs in Python,0,Python,18,stackexchange
How can I unit test responses from the webapp WSGI application in Google App Engine,0,Python,18,stackexchange
Python  DNS  Cannot get RRSIG records No Answer,-0.1,Python,18,stackexchange
pythonarray versus numpyarray,0,Python,18,stackexchange
Python and POST data,0,Python,18,stackexchange
What is the scope for imported classes in python,0,Python,18,stackexchange
Best practices for manipulating database result sets in Python,0.2222222222222222,Python,18,stackexchange
How do I create a nonstandard type with SOAPpy,0,Python,18,stackexchange
What is wrong with my snap to grid code,-0.2222222222222222,Python,18,stackexchange
Pythonpassing variable between classes,0,Python,18,stackexchange
Does an applicationwide exception handler make sense,0,Python,18,stackexchange
Find matching sequences in two binary files,0,Python,18,stackexchange
How can I join a list into a string caveat,0.1,Python,18,stackexchange
Where can a save confirmation page be hooked into the Django admin similar to delete confirmation,0.125,Python,18,stackexchange
Need to create a layered dict from a flat one,0,Python,18,stackexchange
Dynamically create variables inside function,0,Python,18,stackexchange
Adding New Element to Text Substring,0,Python,18,stackexchange
quotcannot find lpqquot when trying to install psycopg2,0,Python,18,stackexchange
Checking for code changes in all imported python modules,0,Python,18,stackexchange
How can i move an object drawn in device context python,0,Python,18,stackexchange
Getting Python to use the ActiveTcl libraries,0,Python,18,stackexchange
Example Facebook Application using TurboGears  pyFacebook,0,Python,18,stackexchange
How do I unit test an __init__ method of a python class with assertRaises,0,Python,18,stackexchange
Do I have to cause an ValueError in Python,0,Python,18,stackexchange
Getting international characters from a web page,0,Python,18,stackexchange
What is the intended use of the DEFAULT section in config files used by ConfigParser,0,Python,18,stackexchange
Is there something like Python39s getattr in C,0.25,Python,18,stackexchange
PyQt  QScrollBar,0,Python,18,stackexchange
